#	J=1				J=2				J=3				J=4				J=5				J=6				J=7				J=8				J=9				J=10				J=11				J=12
26.00	0.06790703		26.00	0.06790888		26.00	0.06791164		26.00	0.06791533		26.00	0.06791994		26.00	0.06792547		26.00	0.06793193		26.00	0.06793930		26.00	0.06794760		26.00	0.06795682		26.00	0.06796696		26.00	0.06797803
27.00	0.06790706		27.00	0.06790877		27.00	0.06791133		27.00	0.06791475		27.00	0.06791903		27.00	0.06792416		27.00	0.06793014		27.00	0.06793698		27.00	0.06794468		27.00	0.06795323		27.00	0.06796263		27.00	0.06797289
28.00	0.06790707		28.00	0.06790866		28.00	0.06791104		28.00	0.06791422		28.00	0.06791820		28.00	0.06792297		28.00	0.06792853		28.00	0.06793489		28.00	0.06794205		28.00	0.06795000		28.00	0.06795874		28.00	0.06796828
29.00	0.06790708		29.00	0.06790856		29.00	0.06791079		29.00	0.06791375		29.00	0.06791746		29.00	0.06792190		29.00	0.06792709		29.00	0.06793302		29.00	0.06793969		29.00	0.06794710		29.00	0.06795525		29.00	0.06796415
30.00	0.06790708		30.00	0.06790846		30.00	0.06791054		30.00	0.06791331		30.00	0.06791677		30.00	0.06792093		30.00	0.06792577		30.00	0.06793132		30.00	0.06793755		30.00	0.06794447		30.00	0.06795209		30.00	0.06796040
31.00	0.06790707		31.00	0.06790837		31.00	0.06791032		31.00	0.06791291		31.00	0.06791615		31.00	0.06792005		31.00	0.06792459		31.00	0.06792977		31.00	0.06793561		31.00	0.06794210		31.00	0.06794923		31.00	0.06795702
32.00	0.06790707		32.00	0.06790829		32.00	0.06791012		32.00	0.06791255		32.00	0.06791560		32.00	0.06791925		32.00	0.06792351		32.00	0.06792838		32.00	0.06793386		32.00	0.06793994		32.00	0.06794664		32.00	0.06795394
33.00	0.06790708		33.00	0.06790822		33.00	0.06790994		33.00	0.06791223		33.00	0.06791509		33.00	0.06791852		33.00	0.06792253		33.00	0.06792711		33.00	0.06793226		33.00	0.06793798		33.00	0.06794428		33.00	0.06795115
34.00	0.06790707		34.00	0.06790815		34.00	0.06790977		34.00	0.06791192		34.00	0.06791462		34.00	0.06791785		34.00	0.06792163		34.00	0.06792594		34.00	0.06793079		34.00	0.06793619		34.00	0.06794212		34.00	0.06794859
35.00	0.06790706		35.00	0.06790808		35.00	0.06790961		35.00	0.06791164		35.00	0.06791419		35.00	0.06791724		35.00	0.06792080		35.00	0.06792487		35.00	0.06792945		35.00	0.06793454		35.00	0.06794014		35.00	0.06794624
36.00	0.06790705		36.00	0.06790801		36.00	0.06790946		36.00	0.06791138		36.00	0.06791378		36.00	0.06791667		36.00	0.06792004		36.00	0.06792388		36.00	0.06792821		36.00	0.06793302		36.00	0.06793831		36.00	0.06794408
37.00	0.06790705		37.00	0.06790796		37.00	0.06790932		37.00	0.06791115		37.00	0.06791342		37.00	0.06791615		37.00	0.06791934		37.00	0.06792298		37.00	0.06792708		37.00	0.06793163		37.00	0.06793664		37.00	0.06794210
38.00	0.06790704		38.00	0.06790790		38.00	0.06790919		38.00	0.06791092		38.00	0.06791308		38.00	0.06791567		38.00	0.06791869		38.00	0.06792214		38.00	0.06792603		38.00	0.06793034		38.00	0.06793509		38.00	0.06794027
39.00	0.06790703		39.00	0.06790785		39.00	0.06790908		39.00	0.06791072		39.00	0.06791277		39.00	0.06791523		39.00	0.06791810		39.00	0.06792138		39.00	0.06792507		39.00	0.06792916		39.00	0.06793367		39.00	0.06793859
40.00	0.06790702		40.00	0.06790780		40.00	0.06790897		40.00	0.06791053		40.00	0.06791248		40.00	0.06791482		40.00	0.06791754		40.00	0.06792066		40.00	0.06792417		40.00	0.06792806		40.00	0.06793235		40.00	0.06793702
42.00	0.06790702		42.00	0.06790772		42.00	0.06790878		42.00	0.06791020		42.00	0.06791196		42.00	0.06791408		42.00	0.06791656		42.00	0.06791938		42.00	0.06792256		42.00	0.06792610		42.00	0.06792998		42.00	0.06793422
44.00	0.06790700		44.00	0.06790764		44.00	0.06790861		44.00	0.06790990		44.00	0.06791151		44.00	0.06791344		44.00	0.06791569		44.00	0.06791827		44.00	0.06792117		44.00	0.06792439		44.00	0.06792793		44.00	0.06793179
46.00	0.06790699		46.00	0.06790758		46.00	0.06790846		46.00	0.06790964		46.00	0.06791111		46.00	0.06791288		46.00	0.06791494		46.00	0.06791730		46.00	0.06791995		46.00	0.06792289		46.00	0.06792613		46.00	0.06792967
48.00	0.06790699		48.00	0.06790753		48.00	0.06790834		48.00	0.06790942		48.00	0.06791077		48.00	0.06791240		48.00	0.06791429		48.00	0.06791645		48.00	0.06791889		48.00	0.06792159		48.00	0.06792457		48.00	0.06792782
50.00	0.06790697		50.00	0.06790747		50.00	0.06790822		50.00	0.06790922		50.00	0.06791047		50.00	0.06791196		50.00	0.06791371		50.00	0.06791570		50.00	0.06791794		50.00	0.06792044		50.00	0.06792318		50.00	0.06792617
55.00	0.06790695		55.00	0.06790737		55.00	0.06790798		55.00	0.06790881		55.00	0.06790984		55.00	0.06791107		55.00	0.06791252		55.00	0.06791416		55.00	0.06791602		55.00	0.06791808		55.00	0.06792035		55.00	0.06792282
60.00	0.06790694		60.00	0.06790728		60.00	0.06790780		60.00	0.06790849		60.00	0.06790936		60.00	0.06791040		60.00	0.06791161		60.00	0.06791300		60.00	0.06791455		60.00	0.06791629		60.00	0.06791819		60.00	0.06792027
65.00	0.06790692		65.00	0.06790722		65.00	0.06790766		65.00	0.06790825		65.00	0.06790899		65.00	0.06790987		65.00	0.06791091		65.00	0.06791209		65.00	0.06791341		65.00	0.06791489		65.00	0.06791651		65.00	0.06791828
70.00	0.06790691		70.00	0.06790717		70.00	0.06790755		70.00	0.06790806		70.00	0.06790869		70.00	0.06790946		70.00	0.06791035		70.00	0.06791137		70.00	0.06791251		70.00	0.06791378		70.00	0.06791518		70.00	0.06791671
75.00	0.06790691		75.00	0.06790713		75.00	0.06790746		75.00	0.06790790		75.00	0.06790846		75.00	0.06790912		75.00	0.06790990		75.00	0.06791078		75.00	0.06791178		75.00	0.06791289		75.00	0.06791411		75.00	0.06791544
80.00	0.06790690		80.00	0.06790709		80.00	0.06790739		80.00	0.06790778		80.00	0.06790826		80.00	0.06790885		80.00	0.06790953		80.00	0.06791031		80.00	0.06791118		80.00	0.06791216		80.00	0.06791323		80.00	0.06791440
85.00	0.06790689		85.00	0.06790707		85.00	0.06790732		85.00	0.06790767		85.00	0.06790810		85.00	0.06790862		85.00	0.06790922		85.00	0.06790991		85.00	0.06791069		85.00	0.06791155		85.00	0.06791250		85.00	0.06791354
90.00	0.06790689		90.00	0.06790704		90.00	0.06790727		90.00	0.06790758		90.00	0.06790797		90.00	0.06790843		90.00	0.06790897		90.00	0.06790958		90.00	0.06791027		90.00	0.06791104		90.00	0.06791189		90.00	0.06791281
95.00	0.06790688		95.00	0.06790702		95.00	0.06790723		95.00	0.06790751		95.00	0.06790785		95.00	0.06790827		95.00	0.06790875		95.00	0.06790930		95.00	0.06790992		95.00	0.06791061		95.00	0.06791137		95.00	0.06791220
100.00	0.06790688		100.00	0.06790701		100.00	0.06790719		100.00	0.06790744		100.00	0.06790775		100.00	0.06790813		100.00	0.06790856		100.00	0.06790906		100.00	0.06790962		100.00	0.06791025		100.00	0.06791093		100.00	0.06791168
